event_date,firm,car,group,direction,proc,dir_bank,dir_payments,dir_gate
2024-02-20,UNI.MC,-0.008215840418771155,bank,0.0,False,0.0,0.0,0.0
2024-02-20,ISP.MI,0.0058127750487620535,bank,0.0,False,0.0,0.0,0.0
2024-02-20,UCG.MI,0.008904650153040494,bank,0.0,False,0.0,0.0,0.0
2024-02-20,BAMI.MI,0.002050774143603653,bank,0.0,False,0.0,0.0,0.0
2024-02-20,BPE.MI,-0.0009609630596389071,bank,0.0,False,0.0,0.0,0.0
2024-02-20,MB.MI,0.034981249276135294,bank,0.0,False,0.0,0.0,0.0
2024-02-20,INGA.AS,0.005051269323371575,bank,0.0,False,0.0,0.0,0.0
2024-02-20,ABN.AS,-0.03340118855546139,bank,0.0,False,0.0,0.0,0.0
2024-02-20,KBC.BR,-0.010694667923156678,bank,0.0,False,0.0,0.0,0.0
2024-02-20,EBS.VI,-0.003833049189263733,bank,0.0,False,0.0,0.0,0.0
2024-02-20,RBI.VI,-0.0008773745066038754,bank,0.0,False,0.0,0.0,0.0
2024-02-20,BG.VI,-0.010486171235881612,bank,0.0,False,0.0,0.0,0.0
2024-02-20,BIRG.IR,-0.017457520330624324,bank,0.0,False,0.0,0.0,0.0
2024-02-20,A5G.IR,-0.008689719046745936,bank,0.0,False,0.0,0.0,0.0
2024-02-20,ETE.AT,-0.005601842957596267,bank,0.0,False,0.0,0.0,0.0
2024-02-20,EUROB.AT,-0.017889725206640127,bank,0.0,False,0.0,0.0,0.0
2024-02-20,TPEIR.AT,-0.007846228623804618,bank,0.0,False,0.0,0.0,0.0
2024-02-20,BCP.LS,0.007908810992609535,bank,0.0,False,0.0,0.0,0.0
2024-02-20,NEXI.MI,-0.011304606790656696,payments,0.0,False,0.0,0.0,0.0
2024-02-20,WLN.PA,0.0011585490716246975,payments,0.0,False,0.0,0.0,0.0
2024-02-20,ADYEN.AS,-0.019959900440495355,payments,0.0,False,0.0,0.0,0.0
2024-02-20,WISE.L,-0.0008950098895872871,payments,0.0,False,0.0,0.0,0.0
2024-02-20,SWED-A.ST,-0.008211953081137707,control_bank,0.0,False,0.0,0.0,0.0
2024-02-20,SHB-A.ST,-0.00491283646371819,control_bank,0.0,False,0.0,0.0,0.0
2024-02-20,DANSKE.CO,-0.014002467552143107,control_bank,0.0,False,0.0,0.0,0.0
2024-02-20,DNB.OL,-0.013887245034269496,control_bank,0.0,False,0.0,0.0,0.0
2024-02-20,LLOY.L,0.0008669692476597352,control_bank,0.0,False,0.0,0.0,0.0
2024-02-20,NWG.L,0.006101754669632399,control_bank,0.0,False,0.0,0.0,0.0
2024-02-20,UBSG.SW,-0.0048981129530702,control_bank,0.0,False,0.0,0.0,0.0
2024-02-21,DBK.DE,0.009428022436195602,bank,0.0,False,0.0,0.0,0.0
2024-02-21,CBK.DE,-0.008751096855740709,bank,0.0,False,0.0,0.0,0.0
