LEI_Code,NSA,Period,Item,Label,ASSETS_FV,ASSETS_Stages,Exposure,Financial_instruments,Amount,Fin_end_year,n_quarters,Footnote,Row,Column,Sheet
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,101,30,41.29136594,0,2,,34,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,101,31,1.95897505,0,2,,35,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,102,30,95.72703205,0,2,,36,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,102,31,52.70800999,0,2,,37,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,201,30,7.26790081,0,2,,38,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,201,31,6.87244685,0,2,,39,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,202,30,144.18702374,0,2,,40,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,202,31,91.7997732,0,2,,41,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,301,30,1597.46850816,0,2,,42,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,301,31,1214.55083199,0,2,,43,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,401,30,1959.4352909,0,2,,44,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,401,31,1678.46627279,0,2,,45,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,40,260.9953136,0,2,,46,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,41,260.9953136,0,2,,47,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,50,25.51244431,0,2,,48,8,Liabilities
2138009Y59EAR7H1UO97,LV,202306,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,0,4132.57832973,0,2,,49,8,Liabilities
213800HDJ876ACJXXD05,SI,202209,2321010,Total Assets,0,0,0,0,5624.2519745,0,3,,19,5,Assets
213800HDJ876ACJXXD05,SI,202212,2321010,Total Assets,0,0,0,0,5757.80774187,0,4,,19,9,Assets
213800HDJ876ACJXXD05,SI,202303,2321010,Total Assets,0,0,0,0,5774.35021667,0,1,,19,13,Assets
213800HDJ876ACJXXD05,SI,202306,2321010,Total Assets,0,0,0,0,5990.66547691,0,2,,19,17,Assets
213800HDJ876ACJXXD05,SI,202209,2321214,TOTAL LIABILITIES,0,0,0,0,4674.94680631,0,3,,23,5,Liabilities
213800HDJ876ACJXXD05,SI,202209,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,12,0.31517228,0,3,,31,5,Liabilities
213800HDJ876ACJXXD05,SI,202209,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,21,0,0,3,,32,5,Liabilities
213800HDJ876ACJXXD05,SI,202209,2321215,Financial liabilities -  by instrument and by counterparty sector,0,0,0,22,0,0,3,,33,5,Liabilities
